"Iteration","Blue_Path_Total_Gaps_Sum","Positions_1_Min_Total_Gaps_Sum","Positions_5_Min_Total_Gaps_Sum","Blue_Path_Residency_Time","Positions_1_Min_Residency_Time","Positions_5_Min_Residency_Time"
804,30316,0,615,56084,825,289
805,5202,0,94,81198,1346,289
806,3846,0,243,82554,1197,289
807,46771,156,898,39629,542,133
808,56336,197,967,30064,473,92
809,5022,0,266,81378,1174,289
810,71954,240,1202,14446,238,49
811,18410,66,349,67990,1091,223
812,33529,93,636,52871,804,196
813,6961,0,391,79439,1049,289
814,24326,0,473,62074,967,289
815,0,0,96,86400,1344,289
816,0,0,0,86400,1440,289
817,0,0,77,86400,1363,289
818,38641,137,712,47759,728,152
819,68777,230,1147,17623,293,59
820,18265,0,399,68135,1041,289
821,0,0,0,86400,1440,289
822,11616,0,349,74784,1091,289
823,27139,88,614,59261,826,201
824,58487,199,1050,27913,390,90
825,26513,91,448,59887,992,198
826,41619,96,697,44781,743,193
827,39700,114,718,46700,722,175
828,48498,137,937,37902,503,152
829,14630,0,449,71770,991,289
830,5198,0,217,81202,1223,289
831,51166,185,981,35234,459,104
832,6099,0,154,80301,1286,289
833,0,0,92,86400,1348,289
834,14661,0,274,71739,1166,289
835,13794,0,311,72606,1129,289
836,48178,173,844,38222,596,116
837,0,0,0,86400,1440,289
838,17221,0,300,69179,1140,289
839,0,0,145,86400,1295,289
840,60219,202,1088,26181,352,87
841,49906,182,978,36494,462,107
842,0,0,144,86400,1296,289
843,23513,0,478,62887,962,289
844,41369,108,768,45031,672,181
845,51021,171,855,35379,585,118
846,40134,134,733,46266,707,155
847,31068,0,678,55332,762,289
848,52184,180,884,34216,556,109
849,0,0,18,86400,1422,289
850,23091,79,387,63309,1053,210
851,46876,157,783,39524,657,132
852,0,0,132,86400,1308,289
853,73881,254,1232,12519,208,35
854,12231,0,242,74169,1198,289
855,0,0,0,86400,1440,289
856,0,0,0,86400,1440,289
857,70321,218,1267,16079,173,71
858,36875,118,699,49525,741,171
859,51768,159,928,34632,512,130
860,16947,0,410,69453,1030,289
861,53493,179,938,32907,502,110
862,72631,245,1235,13769,205,44
863,49631,169,923,36769,517,120
864,0,0,0,86400,1440,289
865,4916,0,83,81484,1357,289
866,41441,139,724,44959,716,150
867,0,0,0,86400,1440,289
868,25548,0,456,60852,984,289
869,25962,94,451,60438,989,195
870,36157,99,620,50243,820,190
871,16707,0,285,69693,1155,289
872,63414,213,1059,22986,381,76
873,3974,0,128,82426,1312,289
874,24078,0,437,62322,1003,289
875,42698,148,731,43702,709,141
876,24653,0,579,61747,861,289
877,56736,195,1002,29664,438,94
878,59580,200,1017,26820,423,89
879,46232,157,784,40168,656,132
880,22980,69,707,63420,733,220
881,61359,209,1032,25041,408,80
882,29477,71,667,56923,773,218
883,7626,0,165,78774,1275,289
884,68073,231,1148,18327,292,58
885,6613,0,160,79787,1280,289
886,32262,91,547,54138,893,198
887,39944,145,742,46456,698,144
888,0,0,0,86400,1440,289
889,12582,0,216,73818,1224,289
890,20677,71,345,65723,1095,218
891,54980,184,1010,31420,430,105
892,61338,208,1023,25062,417,81
893,16709,66,315,69691,1125,223
894,11150,0,430,75250,1010,289
895,15056,0,421,71344,1019,289
896,19836,0,567,66564,873,289
897,0,0,79,86400,1361,289
898,48858,128,992,37542,448,161
899,23560,79,394,62840,1046,210
900,0,0,0,86400,1440,289
901,0,0,14,86400,1426,289
902,37553,0,775,48847,665,289
903,19202,0,505,67198,935,289
904,6677,0,157,79723,1283,289
905,55924,189,980,30476,460,100
906,32939,118,623,53461,817,171
907,33355,113,557,53045,883,176
908,0,0,0,86400,1440,289
909,10899,0,200,75501,1240,289
910,0,0,0,86400,1440,289
911,8412,0,219,77988,1221,289
912,25626,73,621,60774,819,216
913,77757,262,1304,8643,136,27
914,12622,0,316,73778,1124,289
915,0,0,0,86400,1440,289
916,39025,120,849,47375,591,169
917,10131,0,321,76269,1119,289
918,6828,0,183,79572,1257,289
919,51800,174,868,34600,572,115
920,0,0,0,86400,1440,289
921,31059,119,640,55341,800,170
922,0,0,63,86400,1377,289
923,47152,158,841,39248,599,131
924,60340,207,1018,26060,422,82
925,71953,244,1208,14447,232,45
926,43472,149,764,42928,676,140
927,9563,62,386,76837,1054,227
928,50904,65,1005,35496,435,224
929,0,0,75,86400,1365,289
930,13730,0,264,72670,1176,289
931,30230,99,630,56170,810,190
932,0,0,73,86400,1367,289
933,40639,110,769,45761,671,179
934,46035,155,791,40365,649,134
935,0,0,12,86400,1428,289
936,27969,0,660,58431,780,289
937,20545,0,676,65855,764,289
938,0,0,15,86400,1425,289
939,0,0,0,86400,1440,289
940,0,0,143,86400,1297,289
941,0,0,26,86400,1414,289
942,35092,119,589,51308,851,170
943,20542,72,393,65858,1047,217
944,21349,76,468,65051,972,213
945,23203,0,448,63197,992,289
946,44044,0,910,42356,530,289
947,0,0,0,86400,1440,289
948,62092,210,1053,24308,387,79
949,9978,0,260,76422,1180,289
950,10543,0,265,75857,1175,289
951,73618,249,1232,12782,208,40
952,0,0,98,86400,1342,289
953,0,0,86,86400,1354,289
954,5223,0,103,81177,1337,289
955,15725,72,367,70675,1073,217
956,35341,65,604,51059,836,224
957,48093,168,907,38307,533,121
958,54643,210,1094,31757,346,79
959,32047,100,635,54353,805,189
960,49779,152,888,36621,552,137
961,6935,0,167,79465,1273,289
962,0,0,0,86400,1440,289
963,14310,0,282,72090,1158,289
964,33225,117,607,53175,833,172
965,13664,0,385,72736,1055,289
966,39268,133,655,47132,785,156
967,4511,0,183,81889,1257,289
968,0,0,0,86400,1440,289
969,14148,0,237,72252,1203,289
970,56143,169,1032,30257,408,120
971,37862,94,669,48538,771,195
972,0,0,60,86400,1380,289
973,0,0,29,86400,1411,289
974,45377,155,790,41023,650,134
975,49988,135,857,36412,583,154
976,8827,0,243,77573,1197,289
977,0,0,239,86400,1201,289
978,11863,0,204,74537,1236,289
979,0,0,72,86400,1368,289
980,0,0,84,86400,1356,289
981,52360,181,876,34040,564,108
982,63994,157,1118,22406,322,132
983,15308,0,294,71092,1146,289
984,62349,213,1060,24051,380,76
985,58778,193,1063,27622,377,96
986,17165,63,428,69235,1012,226
987,17348,0,296,69052,1144,289
988,4687,0,281,81713,1159,289
989,53876,181,954,32524,486,108
990,72810,249,1262,13590,178,40
991,33163,112,555,53237,885,177
992,0,0,0,86400,1440,289
993,0,0,0,86400,1440,289
994,71150,225,1195,15250,245,64
995,9134,0,258,77266,1182,289
996,27691,0,516,58709,924,289
997,27331,0,500,59069,940,289
998,26288,90,445,60112,995,199
999,57455,198,1024,28945,416,91
1000,38008,73,647,48392,793,216
