"Iteration","Blue_Path_Total_Gaps_Sum","Positions_1_Min_Total_Gaps_Sum","Positions_5_Min_Total_Gaps_Sum","Blue_Path_Residency_Time","Positions_1_Min_Residency_Time","Positions_5_Min_Residency_Time"
830,24403,0,560,61997,880,289
831,0,0,86,86400,1354,289
832,0,0,0,86400,1440,289
833,32572,0,543,53828,897,289
834,31204,0,632,55196,808,289
835,38578,138,644,47822,796,151
836,11619,0,242,74781,1198,289
837,43598,167,824,42802,616,122
838,47778,164,852,38622,588,125
839,35809,128,674,50591,766,161
840,59643,186,1091,26757,349,103
841,22224,0,430,64176,1010,289
842,0,0,309,86400,1131,289
843,47561,0,796,38839,644,289
844,51852,173,865,34548,575,116
845,47847,161,941,38553,499,128
846,16833,0,386,69567,1054,289
847,7615,0,283,78785,1157,289
848,0,0,116,86400,1324,289
849,0,0,90,86400,1350,289
850,69692,233,1162,16708,278,56
851,60716,203,1014,25684,426,86
852,40810,0,692,45590,748,289
853,0,0,0,86400,1440,289
854,30893,0,701,55507,739,289
855,56758,157,1063,29642,377,132
856,7679,0,276,78721,1164,289
857,7660,0,128,78740,1312,289
858,14600,0,277,71800,1163,289
859,17150,0,489,69250,951,289
860,80479,272,1355,5921,85,17
861,8417,0,425,77983,1015,289
862,0,0,162,86400,1278,289
863,59445,199,992,26955,448,90
864,30995,0,677,55405,763,289
865,17236,0,288,69164,1152,289
866,69279,158,1162,17121,278,131
867,8725,0,205,77675,1235,289
868,61842,172,1122,24558,318,117
869,0,0,0,86400,1440,289
870,17419,0,310,68981,1130,289
871,0,0,0,86400,1440,289
872,43730,0,901,42670,539,289
873,62107,220,1074,24293,366,69
874,0,0,43,86400,1397,289
875,0,0,56,86400,1384,289
876,9749,0,423,76651,1017,289
877,64905,192,1123,21495,317,97
878,0,0,0,86400,1440,289
879,23434,0,546,62966,894,289
880,0,0,0,86400,1440,289
881,25875,0,679,60525,761,289
882,0,0,42,86400,1398,289
883,0,0,0,86400,1440,289
884,0,0,0,86400,1440,289
885,60825,203,1020,25575,420,86
886,0,0,0,86400,1440,289
887,17986,0,428,68414,1012,289
888,21123,0,535,65277,905,289
889,0,0,0,86400,1440,289
890,0,0,0,86400,1440,289
891,25133,0,460,61267,980,289
892,72290,242,1205,14110,235,47
893,0,0,50,86400,1390,289
894,0,0,98,86400,1342,289
895,45381,153,814,41019,626,136
896,0,0,0,86400,1440,289
897,0,0,26,86400,1414,289
898,46280,158,772,40120,668,131
899,33616,0,667,52784,773,289
900,34484,0,756,51916,684,289
901,0,0,104,86400,1336,289
902,0,0,125,86400,1315,289
903,48415,162,838,37985,602,127
904,0,0,0,86400,1440,289
905,39167,0,842,47233,598,289
906,31122,0,609,55278,831,289
907,22934,0,597,63466,843,289
908,24062,0,505,62338,935,289
909,0,0,124,86400,1316,289
910,0,0,242,86400,1198,289
911,0,0,0,86400,1440,289
912,61037,206,1110,25363,330,83
913,33875,0,566,52525,874,289
914,42836,145,863,43564,577,144
915,41641,141,695,44759,745,148
916,25205,0,425,61195,1015,289
917,0,0,0,86400,1440,289
918,0,0,216,86400,1224,289
919,64425,215,1075,21975,365,74
920,43179,0,777,43221,663,289
921,33896,0,691,52504,749,289
922,74072,248,1239,12328,201,41
923,0,0,37,86400,1403,289
924,13117,0,225,73283,1215,289
925,0,0,0,86400,1440,289
926,38910,0,652,47490,788,289
927,29072,0,492,57328,948,289
928,39592,132,752,46808,688,157
929,9429,0,367,76971,1073,289
930,59656,199,1042,26744,398,90
931,69718,235,1162,16682,278,54
932,31469,0,647,54931,793,289
933,0,0,105,86400,1335,289
934,22390,0,502,64010,938,289
935,0,0,28,86400,1412,289
936,53943,180,972,32457,468,109
937,34578,121,581,51822,859,168
938,31780,0,558,54620,882,289
939,0,0,138,86400,1302,289
940,41603,139,695,44797,745,150
941,44683,154,785,41717,655,135
942,73321,247,1228,13079,212,42
943,54046,181,902,32354,538,108
944,54295,191,934,32105,506,98
945,53049,177,1007,33351,433,112
946,71563,239,1252,14837,188,50
947,39045,0,705,47355,735,289
948,17599,0,478,68801,962,289
949,0,0,0,86400,1440,289
950,15763,0,289,70637,1151,289
951,57606,160,973,28794,467,129
952,54548,172,1050,31852,390,117
953,0,0,87,86400,1353,289
954,75744,254,1264,10656,176,35
955,19271,0,323,67129,1117,289
956,26359,0,540,60041,900,289
957,0,0,0,86400,1440,289
958,37961,0,651,48439,789,289
959,48562,0,812,37838,628,289
960,0,0,59,86400,1381,289
961,0,0,44,86400,1396,289
962,0,0,0,86400,1440,289
963,45781,0,811,40619,629,289
964,22212,0,535,64188,905,289
965,0,0,104,86400,1336,289
966,20160,0,441,66240,999,289
967,40874,147,717,45526,723,142
968,48011,135,806,38389,634,154
969,47147,0,930,39253,510,289
970,60906,220,1082,25494,358,69
971,0,0,160,86400,1280,289
972,41800,144,718,44600,722,145
973,40711,136,766,45689,674,153
974,0,0,86,86400,1354,289
975,0,0,105,86400,1335,289
976,26759,0,727,59641,713,289
977,35397,0,657,51003,783,289
978,20112,0,405,66288,1035,289
979,39173,132,709,47227,731,157
980,72849,248,1217,13551,223,41
981,0,0,107,86400,1333,289
982,20609,0,435,65791,1005,289
983,17687,0,476,68713,964,289
984,20976,0,617,65424,823,289
985,53674,179,947,32726,493,110
986,0,0,30,86400,1410,289
987,64371,138,1168,22029,272,151
988,17019,0,372,69381,1068,289
989,67940,227,1135,18460,305,62
990,0,0,178,86400,1262,289
991,0,0,38,86400,1402,289
992,0,0,153,86400,1287,289
993,0,0,310,86400,1130,289
994,67763,227,1313,18637,127,62
995,16672,0,645,69728,795,289
996,0,0,0,86400,1440,289
997,0,0,0,86400,1440,289
998,0,0,52,86400,1388,289
999,54843,183,915,31557,525,106
1000,20704,0,430,65696,1010,289
