"Trial","X1.Second.Residency","X1.Minute.Residency","X5.Minute.Residency","X1.Hour.Visits..1.Second.","X1.Hour.Visits..1.Minute.","X1.Hour.Visits..5.Minutes.","X2.Hour.Visits..1.Second.","X2.Hour.Visits..1.Minute.","X2.Hour.Visits..5.Minutes.","half.Hour.Visits..1.Second.","half.Hour.Visits..1.Minute.","half.Hour.Visits..5.Minutes."
53,0.178979409960533,0.114503816793893,0.107266435986159,3,3,2,3,3,2,3,3,2
54,0.568234163956436,0.41707147814018,0.411764705882353,2,2,2,2,2,2,4,5,4
55,0.656554900984942,0.428174878556558,0.43598615916955,2,2,2,2,2,2,2,2,3
56,0.287346211270703,0.206800832755031,0.217993079584775,3,3,3,2,2,2,4,3,3
57,0.821807617967385,0.621096460791117,0.605536332179931,3,3,3,1,1,2,3,3,4
58,0.997349567713337,0.80499653018737,0.806228373702422,1,1,1,1,1,1,1,1,2
59,0.79222462702978,0.588480222068008,0.605536332179931,2,2,3,2,2,2,3,3,4
60,0.571035057464613,0.387925052047189,0.397923875432526,3,4,4,2,2,2,4,4,5
61,0.364440226386269,0.309507286606523,0.328719723183391,2,2,2,2,2,2,2,2,2
62,0.248689251281814,0.152671755725191,0.15916955017301,3,2,3,3,2,2,6,6,5
63,1,0.915336571825121,0.896193771626298,1,1,1,1,1,1,1,1,1
64,1,0.78001387925052,0.768166089965398,1,1,1,1,1,1,1,1,2
65,0.211629495028993,0.159611380985427,0.162629757785467,2,2,2,2,2,2,2,2,2
66,0.716218562285159,0.522553782095767,0.522491349480969,2,3,4,2,2,2,6,6,6
67,0.559854631312138,0.399028452463567,0.422145328719723,2,2,2,2,2,2,2,2,3
68,0.909954745894145,0.791811242192922,0.775086505190311,2,2,2,1,1,1,2,3,3
69,0.369139246073541,0.300485773768217,0.283737024221453,4,4,5,3,3,4,5,6,6
70,1,0.844552394170715,0.85121107266436,1,1,1,1,1,1,1,1,1
71,0.969456372032731,0.64677307425399,0.636678200692042,1,1,1,1,1,1,1,1,3
72,0.968542030763533,0.779319916724497,0.771626297577855,1,1,1,1,1,1,1,1,2
73,0.359428710315853,0.283136710617627,0.318339100346021,2,2,2,2,2,2,2,2,3
74,0.357565305957107,0.234559333795975,0.252595155709343,3,3,3,3,3,3,3,3,3
75,0.258295621578454,0.152671755725191,0.145328719723183,3,3,3,2,2,2,3,4,6
76,0.811448941563176,0.614850798056905,0.619377162629758,2,2,2,2,2,2,2,2,4
77,0.95592643603662,0.819569743233865,0.809688581314879,1,1,1,1,1,1,2,2,2
78,0.836251895232694,0.650936849410132,0.633217993079585,2,2,2,2,2,2,2,2,3
79,0.507991805650398,0.420541290770298,0.404844290657439,2,2,2,2,2,2,2,2,2
80,0.44307357553732,0.349757113115892,0.363321799307958,3,3,4,3,3,3,4,4,4
81,0.709227902454833,0.558639833448994,0.557093425605536,3,3,3,3,3,3,4,5,4
82,1,0.938931297709924,0.955017301038062,1,1,1,1,1,1,1,1,1
83,0.236536614159558,0.192921582234559,0.190311418685121,2,2,2,2,2,2,2,3,2
84,0.797525491603106,0.575988896599584,0.58477508650519,2,2,2,2,2,2,2,2,5
85,0.649332762352288,0.448299791811242,0.456747404844291,4,4,6,2,3,3,5,5,7
86,0.139396534762329,0.0763358778625954,0.0865051903114187,4,4,3,3,3,3,4,4,3
87,1,0.865371269951423,0.802768166089965,1,1,1,1,1,1,1,1,1
88,0.927477691230426,0.807078417765441,0.799307958477509,1,2,2,1,1,1,3,3,3
89,0.714621358549091,0.575988896599584,0.557093425605536,3,3,3,2,2,2,3,3,3
90,0.731993842663858,0.573907009021513,0.57439446366782,3,3,3,2,3,3,3,3,4
91,0.319220842351362,0.232477446217904,0.249134948096886,4,4,4,2,2,2,4,4,4
92,0.931123482367102,0.630811936155448,0.650519031141868,1,1,2,1,1,1,1,1,5
93,0.522123586532563,0.494101318528799,0.491349480968858,2,2,2,2,2,2,2,2,2
94,0.420342357148644,0.358778625954198,0.349480968858132,2,2,2,2,2,2,2,2,3
95,0.93437575953982,0.768216516308119,0.757785467128028,1,1,2,1,1,1,1,2,3
96,0.430307519588894,0.249132546842471,0.228373702422145,2,2,4,2,2,2,4,5,6
97,0.658603488385551,0.45940319222762,0.467128027681661,2,2,2,2,2,2,2,2,2
98,0.463860371986435,0.269257460097155,0.280276816608997,3,4,4,2,2,2,4,5,7
99,0.965868450596637,0.851492019430951,0.847750865051903,1,1,2,1,1,1,2,2,2
100,0.913693128551753,0.680083275503123,0.678200692041522,2,2,2,1,1,1,2,2,3
101,0.597053274846356,0.50381679389313,0.494809688581315,3,4,4,2,2,2,4,4,5
102,0.900255784076573,0.578070784177654,0.629757785467128,1,1,1,1,1,1,3,3,3
103,0.54861633545908,0.46911866759195,0.439446366782007,3,3,3,2,2,2,3,3,4
104,0.737919700003472,0.663428174878557,0.671280276816609,2,2,2,2,2,2,2,2,3
105,0.135808613326235,0.0853573907009021,0.0968858131487889,2,2,3,2,2,2,3,3,3
106,0.580305783497876,0.361554476058293,0.373702422145329,3,3,3,2,2,2,3,3,5
107,0.890174882235159,0.741845940319223,0.740484429065744,2,2,2,2,2,2,2,2,3
108,0.50607053159107,0.365718251214434,0.356401384083045,5,5,5,2,3,3,5,5,7
109,0.468177451649865,0.335183900069396,0.318339100346021,3,3,3,3,3,3,5,7,5
110,0.841599055566487,0.553782095766829,0.543252595155709,2,2,2,2,2,2,2,2,5
111,0.882478212057731,0.748091603053435,0.754325259515571,1,1,2,1,1,1,3,3,5
112,0.718105114524137,0.532963219986121,0.519031141868512,2,2,2,2,2,2,2,2,3
113,0.839585189986227,0.599583622484386,0.57439446366782,2,2,2,2,2,2,2,2,2
114,0.897802108771889,0.719639139486468,0.72318339100346,1,1,2,1,1,1,3,3,4
115,0.265621925672157,0.222761970853574,0.228373702422145,2,2,2,2,2,2,2,2,2
116,0.67058251640606,0.528799444829979,0.543252595155709,3,3,3,3,3,2,5,5,4
117,0.529669795488478,0.464954892435808,0.463667820069204,2,3,3,2,2,2,3,3,4
118,0.188342727514728,0.117279666897988,0.114186851211073,3,3,3,2,2,3,4,4,5
119,0.40283098575248,0.276197085357391,0.283737024221453,4,3,3,4,3,3,4,3,3
120,0.58889364706427,0.542678695350451,0.536332179930796,3,3,3,3,3,3,3,3,3
121,0.55987777919237,0.474670367800139,0.474048442906574,3,2,2,3,2,2,4,3,3
122,0.33817895626208,0.289382373351839,0.283737024221453,2,2,2,2,2,2,2,2,2
123,0.263712225552945,0.190145732130465,0.186851211072664,2,2,2,2,2,2,3,3,4
124,1,0.952116585704372,0.934256055363322,1,1,1,1,1,1,1,1,1
125,0.311801946736728,0.235947258848022,0.221453287197232,2,2,2,2,2,2,2,2,3
126,0.892454948438097,0.687022900763359,0.678200692041522,1,1,2,1,1,1,2,2,2
127,0.274383398340297,0.197779319916724,0.183391003460208,2,2,2,2,2,2,2,2,2
128,0.238538905799701,0.189451769604441,0.190311418685121,4,2,2,3,2,2,4,2,2
129,0.784354347750605,0.59264399722415,0.577854671280277,2,2,4,2,2,2,4,4,4
130,0.75558153262115,0.603747397640527,0.608996539792388,2,2,2,2,2,2,2,3,3
131,0.938426638580572,0.833448993754337,0.830449826989619,2,2,2,1,1,1,2,2,2
132,0.722734690570711,0.505898681471201,0.543252595155709,2,2,2,2,2,2,2,2,3
133,0.644610594784783,0.492713393476752,0.529411764705882,4,3,3,3,3,3,4,3,3
134,0.547979768752677,0.472588480222068,0.480968858131488,4,4,4,2,3,3,4,5,6
135,0.865499241906922,0.594725884802221,0.608996539792388,2,2,2,1,1,1,3,3,4
136,0.754331547088575,0.600971547536433,0.57439446366782,4,3,4,2,2,2,5,4,6
137,0.680177312762584,0.517696044413602,0.525951557093426,2,2,2,2,2,2,2,2,2
138,0.328179072001481,0.260235947258848,0.259515570934256,4,4,4,3,3,3,4,4,4
139,0.488917952338515,0.278972935461485,0.252595155709343,3,3,3,2,2,3,3,3,5
140,0.580051156815315,0.47675225537821,0.477508650519031,2,2,2,2,2,2,4,4,4
141,0.988819573847525,0.721721027064539,0.764705882352941,1,1,1,1,1,1,1,1,2
142,0.399474543118714,0.286606523247745,0.283737024221453,2,2,2,2,2,2,3,3,4
143,0.813844747167278,0.640527411519778,0.640138408304498,2,2,2,2,2,2,2,3,3
144,0.961724980034953,0.690492713393477,0.636678200692042,1,1,2,1,1,1,2,2,4
145,0.98094929456835,0.8764746703678,0.865051903114187,1,1,1,1,1,1,1,1,3
146,0.805106422379371,0.53088133240805,0.525951557093426,3,3,2,1,2,2,4,3,4
147,0.968715639865279,0.748091603053435,0.726643598615917,1,1,1,1,1,1,1,1,3
148,0.960637029664009,0.646079111727967,0.660899653979239,1,1,1,1,1,1,1,2,3
149,0.976886841587482,0.789729354614851,0.782006920415225,1,1,1,1,1,1,1,1,2
150,0.945625629332994,0.670367800138792,0.633217993079585,1,1,1,1,1,1,2,2,3
151,0.861899746530711,0.763358778625954,0.757785467128028,2,2,3,2,2,2,2,3,3
152,0.795280147220518,0.721721027064539,0.72318339100346,2,2,2,2,2,2,4,3,3
153,0.732780870591776,0.597501734906315,0.567474048442907,3,3,3,2,2,3,5,6,3
154,0.302114558859272,0.233865371269951,0.228373702422145,4,4,4,3,4,4,6,5,6
155,0.395550977419243,0.272033310201249,0.245674740484429,4,4,4,4,4,4,4,4,5
156,0.963380053471603,0.779319916724497,0.795847750865052,1,1,1,1,1,1,2,2,2
157,0.354567655466951,0.313671061762665,0.301038062283737,4,3,3,3,3,3,5,4,4
158,1,0.933379597501735,0.961937716262976,1,1,1,1,1,1,1,1,1
159,0.866702931679031,0.572519083969466,0.567474048442907,1,1,3,1,1,1,2,2,6
160,0.680767583708522,0.561415683553088,0.570934256055363,3,2,2,3,2,2,3,3,3
161,1,0.900069396252602,0.899653979238754,1,1,1,1,1,1,1,1,1
162,0.961551370933207,0.866065232477446,0.882352941176471,1,1,2,1,1,1,2,2,2
163,0.999548616335459,0.859819569743234,0.875432525951557,1,1,1,1,1,1,1,1,1
164,0.0946053865117302,0.0687022900763359,0.0795847750865052,2,2,2,2,2,2,2,2,2
165,0.65915903751114,0.485079805690493,0.484429065743945,3,3,3,3,2,2,3,4,5
166,0.853022534461407,0.663428174878557,0.692041522491349,1,1,2,1,1,1,2,4,6
167,0.992222312241756,0.811936155447606,0.795847750865052,1,1,1,1,1,1,1,1,2
168,0.625432576011852,0.414295628036086,0.391003460207612,2,2,2,2,2,2,2,2,4
169,0.158319926852698,0.119361554476058,0.103806228373702,2,2,3,2,2,2,2,3,3
170,1,0.895211658570437,0.885813148788927,1,1,1,1,1,1,1,1,1
171,0.286698070624183,0.191533657182512,0.197231833910035,3,3,3,3,3,3,4,3,4
172,1,0.907702984038862,0.913494809688581,1,1,1,1,1,1,1,1,1
173,0.55491255888242,0.351145038167939,0.332179930795848,2,3,5,2,2,2,4,4,6
174,0.624761287485099,0.546148507980569,0.543252595155709,2,2,2,2,2,2,2,2,2
175,1,0.829979181124219,0.837370242214533,1,1,1,1,1,1,1,1,1
176,0.742954363954121,0.568355308813324,0.55363321799308,3,4,5,1,2,3,5,5,5
177,0.972106804319394,0.79736294240111,0.792387543252595,1,1,1,1,1,1,1,1,2
178,0.531012372541985,0.412213740458015,0.439446366782007,2,2,2,2,2,2,2,2,2
179,1,0.726578764746704,0.778546712802768,1,1,1,1,1,1,1,1,1
180,0.475746808486013,0.362248438584316,0.391003460207612,3,3,3,3,3,3,3,4,5
181,0.736172035045891,0.464954892435808,0.456747404844291,2,2,3,2,2,2,3,3,8
182,0.638742607145751,0.512144344205413,0.501730103806228,2,2,3,2,2,2,2,2,3
183,0.925591138991447,0.723802914642609,0.747404844290657,1,1,2,1,1,1,2,2,3
184,0.999363433293596,0.86675919500347,0.868512110726644,1,1,1,1,1,1,1,1,1
185,0.605166606867976,0.444829979181124,0.42560553633218,2,2,2,2,2,2,2,2,4
186,1,0.936849410131853,0.910034602076125,1,1,1,1,1,1,1,1,1
