Iteration,Blue_Path_Total_Gaps_Sum,Positions_1_Min_Total_Gaps_Sum,Positions_5_Min_Total_Gaps_Sum,Blue_Path_Residency_Time,Positions_1_Min_Residency_Time,Positions_5_Min_Residency_Time
818,0,0,8,86400,1432,289
819,49409,166,912,36991,528,123
820,15653,35,303,70747,1137,254
821,8203,32,283,78197,1157,257
822,72375,231,1210,14025,230,58
823,57545,180,1056,28855,384,109
824,50842,162,985,35558,455,127
825,16489,0,407,69911,1033,289
826,55886,182,1024,30514,416,107
827,63340,201,1070,23060,370,88
828,0,0,0,86400,1440,289
829,3948,0,118,82452,1322,289
830,0,0,15,86400,1425,289
831,0,0,12,86400,1428,289
832,27994,36,657,58406,783,253
833,21106,63,421,65294,1019,226
834,20578,53,435,65822,1005,236
835,18713,54,385,67687,1055,235
836,16360,66,323,70040,1117,223
837,0,0,6,86400,1434,289
838,68123,240,1176,18277,264,49
839,0,0,26,86400,1414,289
840,62415,195,1094,23985,346,94
841,30652,106,546,55748,894,183
842,0,0,0,86400,1440,289
843,35053,113,664,51347,776,176
844,47580,162,903,38820,537,127
845,2635,0,45,83765,1395,289
846,41339,103,752,45061,688,186
847,42519,121,792,43881,648,168
848,27758,81,508,58642,932,208
849,16682,59,338,69718,1102,230
850,0,0,57,86400,1383,289
851,57885,180,985,28515,455,109
852,7021,0,220,79379,1220,289
853,0,0,14,86400,1426,289
854,53341,175,922,33059,518,114
855,23701,74,410,62699,1030,215
856,18545,77,364,67855,1076,212
857,13358,0,299,73042,1141,289
858,0,0,53,86400,1387,289
859,0,0,13,86400,1427,289
860,0,0,0,86400,1440,289
861,12723,44,226,73677,1214,245
862,48870,176,847,37530,593,113
863,33311,112,791,53089,649,177
864,0,0,0,86400,1440,289
865,0,0,0,86400,1440,289
866,70849,238,1182,15551,258,51
867,44295,152,743,42105,697,137
868,56105,188,940,30295,500,101
869,0,0,0,86400,1440,289
870,17669,50,372,68731,1068,239
871,0,0,6,86400,1434,289
872,4101,0,97,82299,1343,289
873,76446,256,1283,9954,157,33
874,0,0,32,86400,1408,289
875,4735,0,154,81665,1286,289
876,0,0,0,86400,1440,289
877,0,0,115,86400,1325,289
878,9191,31,156,77209,1284,258
879,8178,36,218,78222,1222,253
880,60584,215,1034,25816,406,74
881,64737,218,1134,21663,306,71
882,27384,95,481,59016,959,194
883,59844,206,1023,26556,417,83
884,61413,205,1035,24987,405,84
885,0,0,33,86400,1407,289
886,39770,133,759,46630,681,156
887,51161,165,908,35239,532,124
888,2523,0,103,83877,1337,289
889,56203,193,969,30197,471,96
890,42232,156,745,44168,695,133
891,35591,129,744,50809,696,160
892,68270,231,1172,18130,268,58
893,76462,256,1288,9938,152,33
894,47299,163,840,39101,600,126
895,1878,0,88,84522,1352,289
896,0,0,0,86400,1440,289
897,0,0,7,86400,1433,289
898,36920,106,645,49480,795,183
899,58187,196,1028,28213,412,93
900,27087,94,483,59313,957,195
901,78334,263,1308,8066,132,26
902,37321,127,720,49079,720,162
903,16418,30,340,69982,1100,259
904,37456,127,653,48944,787,162
905,52664,176,885,33736,555,113
906,14975,44,344,71425,1096,245
907,11869,40,251,74531,1189,249
908,20437,46,461,65963,979,243
909,6164,0,242,80236,1198,289
910,69514,233,1164,16886,276,56
911,45143,137,819,41257,621,152
912,62907,215,1075,23493,365,74
913,32218,66,751,54182,689,223
914,7835,0,206,78565,1234,289
915,0,0,50,86400,1390,289
916,42608,156,904,43792,536,133
917,4361,0,91,82039,1349,289
918,2110,0,113,84290,1327,289
919,6268,0,227,80132,1213,289
920,17863,63,312,68537,1128,226
921,0,0,51,86400,1389,289
922,0,0,0,86400,1440,289
923,0,0,16,86400,1424,289
924,50576,165,916,35824,524,124
925,0,0,0,86400,1440,289
926,15864,71,441,70536,999,218
927,14502,0,382,71898,1058,289
928,9732,0,215,76668,1225,289
929,1909,0,223,84491,1217,289
930,2706,0,173,83694,1267,289
931,10764,45,228,75636,1212,244
932,36310,111,669,50090,771,178
933,39313,133,715,47087,725,156
934,18725,35,477,67675,963,254
935,24281,61,580,62119,860,228
936,15451,47,331,70949,1109,242
937,32189,112,655,54211,785,177
938,38461,67,786,47939,654,222
939,69819,233,1202,16581,238,56
940,14820,54,357,71580,1083,235
941,0,0,0,86400,1440,289
942,7441,0,151,78959,1289,289
943,78094,261,1304,8306,136,28
944,0,0,80,86400,1360,289
945,0,0,160,86400,1280,289
946,17871,61,324,68529,1116,228
947,69670,236,1163,16730,277,53
948,45643,159,802,40757,638,130
949,0,0,12,86400,1428,289
950,69141,233,1158,17259,282,56
951,47537,141,850,38863,590,148
952,70872,246,1231,15528,209,43
953,27701,86,704,58699,736,203
954,5725,0,121,80675,1319,289
955,9570,35,213,76830,1227,254
956,6002,0,121,80398,1319,289
957,15493,30,338,70907,1102,259
958,17654,0,375,68746,1065,289
959,3091,0,139,83309,1301,289
960,6295,0,234,80105,1206,289
961,14929,52,471,71471,969,237
962,28647,79,506,57753,934,210
963,65154,218,1090,21246,350,71
964,60433,211,1046,25967,394,78
965,31425,124,632,54975,808,165
966,6252,0,143,80148,1297,289
967,0,0,0,86400,1440,289
968,31639,107,571,54761,869,182
969,5454,0,121,80946,1319,289
970,18963,53,365,67437,1075,236
971,2572,0,63,83828,1377,289
972,26565,82,562,59835,878,207
973,64344,193,1103,22056,337,96
974,9727,0,223,76673,1217,289
975,55243,187,959,31157,481,102
976,22271,50,435,64129,1005,239
977,43050,144,725,43350,715,145
978,19616,66,370,66784,1070,223
979,6695,0,400,79705,1040,289
980,17393,61,304,69007,1136,228
981,36179,115,660,50221,780,174
982,30797,31,681,55603,759,258
983,0,0,16,86400,1424,289
984,46827,145,827,39573,613,144
985,63594,215,1101,22806,339,74
986,27226,99,493,59174,947,190
987,68549,226,1201,17851,239,63
988,0,0,7,86400,1433,289
989,40740,141,739,45660,701,148
990,10087,41,227,76313,1213,248
991,80578,271,1347,5822,93,18
992,0,0,22,86400,1418,289
993,69030,245,1201,17370,239,44
994,0,0,26,86400,1414,289
995,41075,109,833,45325,607,180
996,23978,71,521,62422,919,218
997,73161,247,1220,13239,220,42
998,68810,237,1166,17590,274,52
999,58966,198,1060,27434,380,91
1000,0,0,22,86400,1418,289
