"Trial","X1.Second.Residency","X1.Minute.Residency","X5.Minute.Residency","X1.Hour.Visits..1.Second.","X1.Hour.Visits..1.Minute.","X1.Hour.Visits..5.Minutes.","X1.Hour.Total.Time..1.Second.","X1.Hour.Total.Time..1.Minute.","X1.Hour.Total.Time..5.Minutes.","X2.Hour.Visits..1.Second.","X2.Hour.Visits..1.Minute.","X2.Hour.Visits..5.Minutes.","X2.Hour.Total.Time..1.Second.","X2.Hour.Total.Time..1.Minute.","X2.Hour.Total.Time..5.Minutes.","Half.Hour.Visits..1.Second.","Half.Hour.Visits..1.Minute.","Half.Hour.Visits..5.Minutes.","Half.Hour.Total.Time..1.Second.","Half.Hour.Total.Time..1.Minute.","Half.Hour.Total.Time..5.Minutes."
597,0.902802050902189,0.653712699514226,0.660899653979239,2,2,2,78003,56520,57300,1,1,2,78003,56520,57300,2,2,2,78003,56520,57300
598,0.923334220668742,0.716863289382373,0.73356401384083,1,1,2,79777,61980,63600,1,1,1,79777,61980,63600,2,3,3,79777,61980,63600
599,0.99685188828833,0.71616932685635,0.726643598615917,1,1,1,86129,61920,63000,1,1,1,86129,61920,63000,1,1,1,86129,61920,63000
600,1,0.900763358778626,0.910034602076125,1,1,1,86401,77880,78900,1,1,1,86401,77880,78900,1,1,1,86401,77880,78900
601,1,0.875780707841777,0.8719723183391,1,1,1,86401,75720,75600,1,1,1,86401,75720,75600,1,1,1,86401,75720,75600
602,0.723741623360841,0.514226231783484,0.498269896193772,1,1,2,62532,44460,43200,1,1,1,62532,44460,43200,2,2,2,62532,44460,43200
603,1,0.80499653018737,0.809688581314879,1,1,1,86401,69600,70200,1,1,1,86401,69600,70200,1,1,2,86401,69600,70200
604,1,0.730048577376822,0.757785467128028,1,1,1,86401,63120,65700,1,1,1,86401,63120,65700,1,1,2,86401,63120,65700
605,0.926864272404255,0.755031228313671,0.716262975778547,1,2,2,80082,65280,62100,1,1,1,80082,65280,62100,3,3,5,80082,65280,62100
606,0.904677029201051,0.687716863289382,0.678200692041522,1,2,2,78165,59460,58800,1,1,2,78165,59460,58800,2,2,2,78165,59460,58800
607,0.586960799064826,0.474670367800139,0.467128027681661,2,2,2,50714,41040,40500,1,1,1,50714,41040,40500,2,2,2,50714,41040,40500
608,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
609,0.602759227323758,0.480222068008328,0.456747404844291,2,2,2,52079,41520,39600,2,2,2,52079,41520,39600,3,3,4,52079,41520,39600
610,1,0.778625954198473,0.730103806228374,1,1,1,86401,67320,63300,1,1,1,86401,67320,63300,1,1,2,86401,67320,63300
611,1,0.978487161693269,0.98961937716263,1,1,1,86401,84600,85800,1,1,1,86401,84600,85800,1,1,1,86401,84600,85800
612,0.83262925197625,0.630117973629424,0.657439446366782,1,2,2,71940,54480,57000,1,1,1,71940,54480,57000,3,3,3,71940,54480,57000
613,1,0.980569049271339,0.982698961937716,1,1,1,86401,84780,85200,1,1,1,86401,84780,85200,1,1,1,86401,84780,85200
614,1,0.936849410131853,0.937716262975779,1,1,1,86401,81000,81300,1,1,1,86401,81000,81300,1,1,1,86401,81000,81300
615,0.616763694864643,0.495489243580847,0.494809688581315,1,1,1,53289,42840,42900,1,1,1,53289,42840,42900,1,1,1,53289,42840,42900
616,1,0.821651630811936,0.806228373702422,1,1,1,86401,71040,69900,1,1,1,86401,71040,69900,1,1,1,86401,71040,69900
617,0.893311420006713,0.576682859125607,0.598615916955017,2,2,2,77183,49860,51900,1,1,1,77183,49860,51900,2,2,4,77183,49860,51900
618,1,0.947258848022207,0.951557093425606,1,1,1,86401,81900,82500,1,1,1,86401,81900,82500,1,1,1,86401,81900,82500
619,1,0.995836224843858,1,1,1,1,86401,86100,86700,1,1,1,86401,86100,86700,1,1,1,86401,86100,86700
620,0.823265934422055,0.512144344205413,0.522491349480969,2,2,3,71131,44280,45300,1,1,1,71131,44280,45300,4,4,4,71131,44280,45300
621,1,0.970853573907009,0.965397923875433,1,1,1,86401,83940,83700,1,1,1,86401,83940,83700,1,1,1,86401,83940,83700
622,1,0.879250520471895,0.86159169550173,1,1,1,86401,76020,74700,1,1,1,86401,76020,74700,1,1,1,86401,76020,74700
623,1,0.997224149895906,0.996539792387543,1,1,1,86401,86220,86400,1,1,1,86401,86220,86400,1,1,1,86401,86220,86400
624,1,0.745315752949341,0.754325259515571,1,1,1,86401,64440,65400,1,1,1,86401,64440,65400,1,1,1,86401,64440,65400
625,1,0.999306037473976,1,1,1,1,86401,86400,86700,1,1,1,86401,86400,86700,1,1,1,86401,86400,86700
626,1,0.889659958362248,0.885813148788927,1,1,1,86401,76920,76800,1,1,1,86401,76920,76800,1,1,1,86401,76920,76800
627,0.838543535375748,0.648854961832061,0.653979238754325,1,1,1,72451,56100,56700,1,1,1,72451,56100,56700,1,1,1,72451,56100,56700
628,1,0.909784871616933,0.858131487889273,1,1,1,86401,78660,74400,1,1,1,86401,78660,74400,1,1,1,86401,78660,74400
629,1,0.946564885496183,0.955017301038062,1,1,1,86401,81840,82800,1,1,1,86401,81840,82800,1,1,1,86401,81840,82800
630,1,0.855655794587092,0.86159169550173,1,1,1,86401,73980,74700,1,1,1,86401,73980,74700,1,1,1,86401,73980,74700
631,1,0.859819569743234,0.86159169550173,1,1,1,86401,74340,74700,1,1,1,86401,74340,74700,1,1,1,86401,74340,74700
632,1,0.994448299791811,0.98961937716263,1,1,1,86401,85980,85800,1,1,1,86401,85980,85800,1,1,1,86401,85980,85800
633,0.952164905498779,0.809854267869535,0.802768166089965,1,1,1,82268,70020,69600,1,1,1,82268,70020,69600,1,1,1,82268,70020,69600
634,1,0.846634281748786,0.816608996539792,1,1,1,86401,73200,70800,1,1,1,86401,73200,70800,1,1,1,86401,73200,70800
635,1,0.88410825815406,0.889273356401384,1,1,1,86401,76440,77100,1,1,1,86401,76440,77100,1,1,1,86401,76440,77100
636,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
637,1,0.907702984038862,0.899653979238754,1,1,1,86401,78480,78000,1,1,1,86401,78480,78000,1,1,3,86401,78480,78000
638,1,0.775850104094379,0.782006920415225,1,1,1,86401,67080,67800,1,1,1,86401,67080,67800,1,1,1,86401,67080,67800
639,1,0.795975017349063,0.778546712802768,1,1,1,86401,68820,67500,1,1,1,86401,68820,67500,1,1,1,86401,68820,67500
640,1,0.985426786953504,0.97923875432526,1,1,1,86401,85200,84900,1,1,1,86401,85200,84900,1,1,1,86401,85200,84900
641,1,0.985426786953504,0.982698961937716,1,1,1,86401,85200,85200,1,1,1,86401,85200,85200,1,1,1,86401,85200,85200
642,0.974201687480469,0.724496877168633,0.70242214532872,1,1,1,84172,62640,60900,1,1,1,84172,62640,60900,1,1,2,84172,62640,60900
643,0.882003680512957,0.67175572519084,0.657439446366782,1,1,1,76206,58080,57000,1,1,1,76206,58080,57000,1,1,2,76206,58080,57000
644,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
645,1,0.984732824427481,0.97923875432526,1,1,1,86401,85140,84900,1,1,1,86401,85140,84900,1,1,1,86401,85140,84900
646,0.999050936910452,0.65440666204025,0.647058823529412,1,1,1,86319,56580,56100,1,1,1,86319,56580,56100,1,1,2,86319,56580,56100
647,1,0.96530187369882,0.975778546712803,1,1,1,86401,83460,84600,1,1,1,86401,83460,84600,1,1,1,86401,83460,84600
648,1,0.747397640527412,0.806228373702422,1,1,1,86401,64620,69900,1,1,1,86401,64620,69900,1,1,1,86401,64620,69900
649,1,0.817487855655795,0.802768166089965,1,1,1,86401,70680,69600,1,1,1,86401,70680,69600,1,1,2,86401,70680,69600
650,1,0.707147814018043,0.698961937716263,1,1,1,86401,61140,60600,1,1,1,86401,61140,60600,1,1,3,86401,61140,60600
651,1,0.914642609299098,0.910034602076125,1,1,1,86401,79080,78900,1,1,1,86401,79080,78900,1,1,1,86401,79080,78900
652,0.5219384034907,0.360860513532269,0.370242214532872,1,2,2,45096,31200,32100,1,1,1,45096,31200,32100,2,2,2,45096,31200,32100
653,0.872767676300043,0.771686328938237,0.750865051903114,1,1,1,75408,66720,65100,1,1,1,75408,66720,65100,1,1,2,75408,66720,65100
654,1,0.940319222761971,0.934256055363322,1,1,1,86401,81300,81000,1,1,1,86401,81300,81000,1,1,1,86401,81300,81000
655,0.992638974085948,0.651630811936155,0.650519031141868,1,1,1,85765,56340,56400,1,1,1,85765,56340,56400,1,1,3,85765,56340,56400
656,1,0.879944482997918,0.903114186851211,1,1,1,86401,76080,78300,1,1,1,86401,76080,78300,1,1,1,86401,76080,78300
657,0.716785685350864,0.417765440666204,0.432525951557093,2,3,3,61931,36120,37500,2,2,2,61931,36120,37500,4,3,3,61931,36120,37500
658,1,0.925746009715475,0.906574394463668,1,1,1,86401,80040,78600,1,1,1,86401,80040,78600,1,1,1,86401,80040,78600
659,0.452182266408954,0.356696738376128,0.346020761245675,4,4,3,39069,30840,30000,4,4,3,39069,30840,30000,5,5,4,39069,30840,30000
660,0.87754771356813,0.731436502428869,0.698961937716263,2,1,1,75821,63240,60600,1,1,1,75821,63240,60600,2,1,3,75821,63240,60600
661,0.817386372842907,0.55794587092297,0.560553633217993,3,3,3,70623,48240,48600,1,1,2,70623,48240,48600,3,3,4,70623,48240,48600
662,0.986041828219581,0.710617626648161,0.70242214532872,1,1,1,85195,61440,60900,1,1,1,85195,61440,60900,1,1,2,85195,61440,60900
663,1,0.830673143650243,0.830449826989619,1,1,1,86401,71820,72000,1,1,1,86401,71820,72000,1,1,1,86401,71820,72000
664,1,0.792505204718945,0.823529411764706,1,1,1,86401,68520,71400,1,1,1,86401,68520,71400,1,1,1,86401,68520,71400
665,0.781646045763359,0.494101318528799,0.525951557093426,2,2,2,67535,42720,45600,2,2,2,67535,42720,45600,3,3,3,67535,42720,45600
666,0.864202960613882,0.705065926439972,0.72318339100346,2,2,2,74668,60960,62700,1,1,2,74668,60960,62700,3,3,2,74668,60960,62700
667,1,0.820957668285913,0.844290657439446,1,1,1,86401,70980,73200,1,1,1,86401,70980,73200,1,1,1,86401,70980,73200
668,1,0.79528105482304,0.754325259515571,1,1,1,86401,68760,65400,1,1,1,86401,68760,65400,1,1,4,86401,68760,65400
669,1,0.952116585704372,0.923875432525952,1,1,1,86401,82320,80100,1,1,1,86401,82320,80100,1,1,1,86401,82320,80100
670,0.61641647666115,0.470506592643997,0.487889273356401,2,2,2,53259,40680,42300,1,1,2,53259,40680,42300,2,2,2,53259,40680,42300
671,1,0.986120749479528,0.996539792387543,1,1,1,86401,85260,86400,1,1,1,86401,85260,86400,1,1,1,86401,85260,86400
672,1,0.831367106176267,0.8719723183391,1,1,1,86401,71880,75600,1,1,1,86401,71880,75600,1,1,1,86401,71880,75600
673,1,0.893129770992366,0.875432525951557,1,1,1,86401,77220,75900,1,1,1,86401,77220,75900,1,1,1,86401,77220,75900
674,0.284510595942177,0.206800832755031,0.200692041522491,1,1,1,24582,17880,17400,1,1,1,24582,17880,17400,1,1,2,24582,17880,17400
675,0.152174164650872,0.108258154059681,0.103806228373702,1,2,2,13148,9360,9000,1,1,1,13148,9360,9000,3,2,2,13148,9360,9000
676,0.670397333364197,0.46148507980569,0.467128027681661,2,2,2,57923,39900,40500,2,2,1,57923,39900,40500,3,3,2,57923,39900,40500
677,1,0.872310895211659,0.875432525951557,1,1,1,86401,75420,75900,1,1,1,86401,75420,75900,1,1,1,86401,75420,75900
678,1,0.938931297709924,0.934256055363322,1,1,1,86401,81180,81000,1,1,1,86401,81180,81000,1,1,1,86401,81180,81000
679,0.511649170727191,0.335183900069396,0.280276816608997,1,1,1,44207,28980,24300,1,1,1,44207,28980,24300,1,1,3,44207,28980,24300
680,0.640316663001586,0.410825815405968,0.401384083044983,2,2,2,55324,35520,34800,2,2,2,55324,35520,34800,3,2,2,55324,35520,34800
681,1,0.885496183206107,0.882352941176471,1,1,1,86401,76560,76500,1,1,1,86401,76560,76500,1,1,1,86401,76560,76500
682,0.793046376778047,0.528105482303956,0.550173010380623,2,2,3,68520,45660,47700,2,2,2,68520,45660,47700,3,4,5,68520,45660,47700
683,1,0.968771686328938,0.972318339100346,1,1,1,86401,83760,84300,1,1,1,86401,83760,84300,1,1,1,86401,83760,84300
684,1,0.963219986120749,0.961937716262976,1,1,1,86401,83280,83400,1,1,1,86401,83280,83400,1,1,1,86401,83280,83400
685,1,0.878556557945871,0.889273356401384,1,1,1,86401,75960,77100,1,1,1,86401,75960,77100,1,1,1,86401,75960,77100
686,0.921482390250113,0.605135322692575,0.595155709342561,1,1,1,79617,52320,51600,1,1,1,79617,52320,51600,2,2,3,79617,52320,51600
687,0.922246270297797,0.680083275503123,0.692041522491349,1,1,1,79683,58800,60000,1,1,1,79683,58800,60000,1,1,1,79683,58800,60000
688,0.999988426059884,0.800138792505205,0.813148788927336,1,1,1,86400,69180,70500,1,1,1,86400,69180,70500,1,1,2,86400,69180,70500
689,1,0.869535045107564,0.889273356401384,1,1,1,86401,75180,77100,1,1,1,86401,75180,77100,1,1,1,86401,75180,77100
690,1,0.995142262317835,1,1,1,1,86401,86040,86700,1,1,1,86401,86040,86700,1,1,1,86401,86040,86700
691,1,0.850104094378904,0.844290657439446,1,1,1,86401,73500,73200,1,1,1,86401,73500,73200,1,1,1,86401,73500,73200
692,0.40049304984896,0.329632199861208,0.325259515570934,1,1,1,34603,28500,28200,1,1,1,34603,28500,28200,1,1,1,34603,28500,28200
693,1,0.85912560721721,0.85121107266436,1,1,1,86401,74280,73800,1,1,1,86401,74280,73800,1,1,1,86401,74280,73800
694,0.789226976539623,0.478140180430257,0.453287197231834,3,3,3,68190,41340,39300,1,2,2,68190,41340,39300,4,4,8,68190,41340,39300
695,0.568384625177949,0.380985426786954,0.404844290657439,4,4,4,49109,32940,35100,4,4,4,49109,32940,35100,4,4,4,49109,32940,35100
696,0.552262126595757,0.41707147814018,0.429065743944637,1,1,1,47716,36060,37200,1,1,1,47716,36060,37200,1,1,1,47716,36060,37200
697,1,0.869535045107564,0.903114186851211,1,1,1,86401,75180,78300,1,1,1,86401,75180,78300,1,1,1,86401,75180,78300
698,0.703545097857664,0.408743927827897,0.404844290657439,4,4,4,60787,35340,35100,2,2,3,60787,35340,35100,5,5,6,60787,35340,35100
699,1,0.987508674531575,0.986159169550173,1,1,1,86401,85380,85500,1,1,1,86401,85380,85500,1,1,1,86401,85380,85500
700,1,0.923664122137405,0.903114186851211,1,1,1,86401,79860,78300,1,1,1,86401,79860,78300,1,1,1,86401,79860,78300
701,0.952708880684251,0.747397640527412,0.730103806228374,1,1,2,82315,64620,63300,1,1,1,82315,64620,63300,1,2,3,82315,64620,63300
702,0.955058390527887,0.753643303261624,0.740484429065744,1,2,2,82518,65160,64200,1,1,1,82518,65160,64200,2,2,2,82518,65160,64200
703,0.753289892478096,0.493407356002776,0.512110726643599,1,1,1,65085,42660,44400,1,1,1,65085,42660,44400,1,1,2,65085,42660,44400
704,1,0.991672449687717,0.993079584775087,1,1,1,86401,85740,86100,1,1,1,86401,85740,86100,1,1,1,86401,85740,86100
705,0.901633082950429,0.673837612768911,0.660899653979239,1,1,2,77902,58260,57300,1,1,1,77902,58260,57300,2,2,2,77902,58260,57300
706,0.297797479195843,0.213740458015267,0.176470588235294,1,1,1,25730,18480,15300,1,1,1,25730,18480,15300,1,1,1,25730,18480,15300
707,1,0.757807078417765,0.743944636678201,1,1,1,86401,65520,64500,1,1,1,86401,65520,64500,1,1,2,86401,65520,64500
708,1,0.891741845940319,0.910034602076125,1,1,1,86401,77100,78900,1,1,1,86401,77100,78900,1,1,1,86401,77100,78900
709,1,0.882720333102012,0.882352941176471,1,1,1,86401,76320,76500,1,1,1,86401,76320,76500,1,1,1,86401,76320,76500
710,0.909121422205762,0.571825121443442,0.577854671280277,1,1,2,78549,49440,50100,1,1,1,78549,49440,50100,2,3,4,78549,49440,50100
711,0.983159917130589,0.784177654406662,0.813148788927336,1,1,1,84946,67800,70500,1,1,1,84946,67800,70500,1,1,2,84946,67800,70500
712,1,0.997224149895906,0.993079584775087,1,1,1,86401,86220,86100,1,1,1,86401,86220,86100,1,1,1,86401,86220,86100
713,1,0.776544066620403,0.757785467128028,1,1,1,86401,67140,65700,1,1,1,86401,67140,65700,1,1,1,86401,67140,65700
714,0.918253260957628,0.647467036780014,0.657439446366782,2,2,2,79338,55980,57000,1,1,1,79338,55980,57000,2,2,3,79338,55980,57000
715,1,0.753643303261624,0.740484429065744,1,1,1,86401,65160,64200,1,1,1,86401,65160,64200,1,1,2,86401,65160,64200
716,1,0.977793199167245,0.97923875432526,1,1,1,86401,84540,84900,1,1,1,86401,84540,84900,1,1,1,86401,84540,84900
717,0.767583708521892,0.634281748785566,0.640138408304498,2,2,2,66320,54840,55500,2,2,2,66320,54840,55500,3,3,3,66320,54840,55500
718,0.602087938797005,0.419153365718251,0.401384083044983,4,3,4,52021,36240,34800,1,3,3,52021,36240,34800,6,4,5,52021,36240,34800
719,0.717341234476453,0.460791117279667,0.484429065743945,2,2,2,61979,39840,42000,2,2,2,61979,39840,42000,3,3,5,61979,39840,42000
720,1,0.978487161693269,0.982698961937716,1,1,1,86401,84600,85200,1,1,1,86401,84600,85200,1,1,1,86401,84600,85200
721,1,0.869535045107564,0.847750865051903,1,1,1,86401,75180,73500,1,1,1,86401,75180,73500,1,1,1,86401,75180,73500
722,1,0.961138098542679,0.965397923875433,1,1,1,86401,83100,83700,1,1,1,86401,83100,83700,1,1,1,86401,83100,83700
723,0.883311535746114,0.532963219986121,0.543252595155709,2,2,2,76319,46080,47100,1,2,2,76319,46080,47100,2,2,4,76319,46080,47100
724,1,0.755031228313671,0.747404844290657,1,1,1,86401,65280,64800,1,1,1,86401,65280,64800,1,1,3,86401,65280,64800
725,0.694818347009873,0.535045107564192,0.525951557093426,2,2,2,60033,46260,45600,1,1,1,60033,46260,45600,2,2,3,60033,46260,45600
726,1,0.964607911172797,0.958477508650519,1,1,1,86401,83400,83100,1,1,1,86401,83400,83100,1,1,1,86401,83400,83100
727,1,0.826509368494101,0.816608996539792,1,1,1,86401,71460,70800,1,1,1,86401,71460,70800,1,1,1,86401,71460,70800
728,1,0.793199167244969,0.799307958477509,1,1,1,86401,68580,69300,1,1,1,86401,68580,69300,1,1,1,86401,68580,69300
729,0.682283769863775,0.429562803608605,0.394463667820069,3,3,3,58950,37140,34200,2,2,3,58950,37140,34200,4,4,7,58950,37140,34200
730,1,0.972241498959056,0.975778546712803,1,1,1,86401,84060,84600,1,1,1,86401,84060,84600,1,1,1,86401,84060,84600
731,1,0.973629424011103,0.968858131487889,1,1,1,86401,84180,84000,1,1,1,86401,84180,84000,1,1,1,86401,84180,84000
732,1,0.765440666204025,0.730103806228374,1,1,1,86401,66180,63300,1,1,1,86401,66180,63300,1,1,1,86401,66180,63300
733,0.762016643325887,0.578764746703678,0.56401384083045,1,1,1,65839,50040,48900,1,1,1,65839,50040,48900,1,1,1,65839,50040,48900
734,1,0.707147814018043,0.72318339100346,1,1,1,86401,61140,62700,1,1,1,86401,61140,62700,1,1,2,86401,61140,62700
735,1,0.896599583622484,0.8719723183391,1,1,1,86401,77520,75600,1,1,1,86401,77520,75600,1,1,2,86401,77520,75600
736,1,0.779319916724497,0.775086505190311,1,1,1,86401,67380,67200,1,1,1,86401,67380,67200,1,1,2,86401,67380,67200
737,0.993263966852236,0.761970853573907,0.754325259515571,1,1,1,85819,65880,65400,1,1,1,85819,65880,65400,1,1,3,85819,65880,65400
738,1,0.985426786953504,0.968858131487889,1,1,1,86401,85200,84000,1,1,1,86401,85200,84000,1,1,1,86401,85200,84000
739,1,0.753643303261624,0.726643598615917,1,1,1,86401,65160,63000,1,1,1,86401,65160,63000,1,1,2,86401,65160,63000
740,1,0.870922970159611,0.885813148788927,1,1,1,86401,75300,76800,1,1,1,86401,75300,76800,1,1,1,86401,75300,76800
741,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
742,1,0.838306731436502,0.833910034602076,1,1,1,86401,72480,72300,1,1,1,86401,72480,72300,1,1,1,86401,72480,72300
743,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
744,0.986817282207382,0.557251908396947,0.581314878892734,1,1,1,85262,48180,50400,1,1,1,85262,48180,50400,1,1,3,85262,48180,50400
745,1,0.851492019430951,0.885813148788927,1,1,1,86401,73620,76800,1,1,1,86401,73620,76800,1,1,1,86401,73620,76800
746,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
747,1,0.759888965995836,0.73356401384083,1,1,1,86401,65700,63600,1,1,1,86401,65700,63600,1,1,1,86401,65700,63600
748,0.585352021388641,0.398334489937543,0.384083044982699,4,4,4,50575,34440,33300,2,2,2,50575,34440,33300,4,4,4,50575,34440,33300
749,1,0.998612074947953,1,1,1,1,86401,86340,86700,1,1,1,86401,86340,86700,1,1,1,86401,86340,86700
750,1,0.757113115891742,0.747404844290657,1,1,1,86401,65460,64800,1,1,1,86401,65460,64800,1,1,2,86401,65460,64800
751,0.682063865001562,0.409437890353921,0.391003460207612,1,1,2,58931,35400,33900,1,1,1,58931,35400,33900,2,2,4,58931,35400,33900
752,0.959931019316906,0.78764746703678,0.799307958477509,1,1,1,82939,68100,69300,1,1,1,82939,68100,69300,1,2,3,82939,68100,69300
753,1,0.813324080499653,0.795847750865052,1,1,1,86401,70320,69000,1,1,1,86401,70320,69000,1,1,1,86401,70320,69000
754,1,0.850798056904927,0.844290657439446,1,1,1,86401,73560,73200,1,1,1,86401,73560,73200,1,1,1,86401,73560,73200
755,0.657735442876819,0.586398334489938,0.58477508650519,1,1,1,56829,50700,50700,1,1,1,56829,50700,50700,1,1,1,56829,50700,50700
756,1,0.910478834142956,0.913494809688581,1,1,1,86401,78720,79200,1,1,1,86401,78720,79200,1,1,1,86401,78720,79200
757,0.829863080288423,0.479528105482304,0.512110726643599,1,1,3,71701,41460,44400,1,1,1,71701,41460,44400,5,5,6,71701,41460,44400
758,1,0.952116585704372,0.965397923875433,1,1,1,86401,82320,83700,1,1,1,86401,82320,83700,1,1,1,86401,82320,83700
759,1,0.911866759195003,0.927335640138408,1,1,1,86401,78840,80400,1,1,1,86401,78840,80400,1,1,1,86401,78840,80400
760,0.589240865267763,0.444829979181124,0.470588235294118,3,3,3,50911,38460,40800,2,2,3,50911,38460,40800,5,5,4,50911,38460,40800
761,0.970717931505422,0.648854961832061,0.643598615916955,1,1,2,83871,56100,55800,1,1,1,83871,56100,55800,1,1,3,83871,56100,55800
762,0.951424173331327,0.820957668285913,0.816608996539792,1,1,1,82204,70980,70800,1,1,1,82204,70980,70800,1,1,2,82204,70980,70800
763,1,0.997918112421929,1,1,1,1,86401,86280,86700,1,1,1,86401,86280,86700,1,1,1,86401,86280,86700
764,0.965405492991979,0.712005551700208,0.688581314878893,1,1,1,83412,61560,59700,1,1,1,83412,61560,59700,1,2,2,83412,61560,59700
765,1,0.867453157529493,0.86159169550173,1,1,1,86401,75000,74700,1,1,1,86401,75000,74700,1,1,1,86401,75000,74700
766,1,0.88410825815406,0.910034602076125,1,1,1,86401,76440,78900,1,1,1,86401,76440,78900,1,1,1,86401,76440,78900
767,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
768,1,0.99236641221374,0.996539792387543,1,1,1,86401,85800,86400,1,1,1,86401,85800,86400,1,1,1,86401,85800,86400
769,1,0.77029840388619,0.768166089965398,1,1,1,86401,66600,66600,1,1,1,86401,66600,66600,1,1,1,86401,66600,66600
770,0.970266547840882,0.674531575294934,0.698961937716263,1,1,1,83832,58320,60600,1,1,1,83832,58320,60600,1,1,2,83832,58320,60600
771,1,0.844552394170715,0.84083044982699,1,1,1,86401,73020,72900,1,1,1,86401,73020,72900,1,1,1,86401,73020,72900
772,0.882744412680409,0.561415683553088,0.58477508650519,1,1,2,76270,48540,50700,1,1,1,76270,48540,50700,2,3,3,76270,48540,50700
773,1,0.834836918806384,0.84083044982699,1,1,1,86401,72180,72900,1,1,1,86401,72180,72900,1,1,1,86401,72180,72900
774,1,0.960444136016655,0.955017301038062,1,1,1,86401,83040,82800,1,1,1,86401,83040,82800,1,1,1,86401,83040,82800
775,1,0.701596113809854,0.743944636678201,1,1,1,86401,60660,64500,1,1,1,86401,60660,64500,1,1,1,86401,60660,64500
776,1,0.781401804302568,0.747404844290657,1,1,1,86401,67560,64800,1,1,1,86401,67560,64800,1,1,1,86401,67560,64800
777,0.812814666496916,0.712699514226232,0.71280276816609,1,1,2,70228,61620,61800,1,1,1,70228,61620,61800,2,2,2,70228,61620,61800
778,1,0.845940319222762,0.833910034602076,1,1,1,86401,73140,72300,1,1,1,86401,73140,72300,1,1,1,86401,73140,72300
779,0.978437749563084,0.713393476752255,0.705882352941177,1,1,1,84538,61680,61200,1,1,1,84538,61680,61200,1,2,3,84538,61680,61200
780,0.834029698730339,0.721027064538515,0.685121107266436,1,1,1,72061,62340,59400,1,1,1,72061,62340,59400,1,1,2,72061,62340,59400
781,0.685049941551602,0.491325468424705,0.449826989619377,2,2,1,59189,42480,39000,2,2,1,59189,42480,39000,2,2,2,59189,42480,39000
782,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
783,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
784,1,0.863983344899375,0.858131487889273,1,1,1,86401,74700,74400,1,1,1,86401,74700,74400,1,1,2,86401,74700,74400
785,1,0.970159611380985,0.968858131487889,1,1,1,86401,83880,84000,1,1,1,86401,83880,84000,1,1,1,86401,83880,84000
786,1,0.857737682165163,0.885813148788927,1,1,1,86401,74160,76800,1,1,1,86401,74160,76800,1,1,1,86401,74160,76800
787,1,0.838306731436502,0.844290657439446,1,1,1,86401,72480,73200,1,1,1,86401,72480,73200,1,1,1,86401,72480,73200
788,1,0.966689798750867,0.937716262975779,1,1,1,86401,83580,81300,1,1,1,86401,83580,81300,1,1,1,86401,83580,81300
789,1,0.79736294240111,0.792387543252595,1,1,1,86401,68940,68700,1,1,1,86401,68940,68700,1,1,1,86401,68940,68700
790,1,0.997918112421929,0.996539792387543,1,1,1,86401,86280,86400,1,1,1,86401,86280,86400,1,1,1,86401,86280,86400
791,1,0.990978487161693,0.993079584775087,1,1,1,86401,85680,86100,1,1,1,86401,85680,86100,1,1,1,86401,85680,86100
792,1,0.650936849410132,0.633217993079585,1,1,1,86401,56280,54900,1,1,1,86401,56280,54900,1,1,1,86401,56280,54900
793,1,0.779319916724497,0.782006920415225,1,1,1,86401,67380,67800,1,1,1,86401,67380,67800,1,1,2,86401,67380,67800
794,1,0.882720333102012,0.896193771626298,1,1,1,86401,76320,77700,1,1,1,86401,76320,77700,1,1,1,86401,76320,77700
795,0.786553396372727,0.502428868841083,0.532871972318339,1,1,1,67959,43440,46200,1,1,1,67959,43440,46200,1,1,2,67959,43440,46200
796,1,0.900069396252602,0.882352941176471,1,1,1,86401,77820,76500,1,1,1,86401,77820,76500,1,1,1,86401,77820,76500
797,1,0.791117279666898,0.826989619377163,1,1,1,86401,68400,71700,1,1,1,86401,68400,71700,1,1,1,86401,68400,71700
798,1,0.729354614850798,0.70242214532872,1,1,1,86401,63060,60900,1,1,1,86401,63060,60900,1,1,4,86401,63060,60900
799,1,0.865371269951423,0.830449826989619,1,1,1,86401,74820,72000,1,1,1,86401,74820,72000,1,1,1,86401,74820,72000
800,1,0.746009715475364,0.743944636678201,1,1,1,86401,64500,64500,1,1,1,86401,64500,64500,1,1,1,86401,64500,64500
