"Trial","X1.Second.Residency","X1.Minute.Residency","X5.Minute.Residency","X1.Hour.Visits..1.Second.","X1.Hour.Visits..1.Minute.","X1.Hour.Visits..5.Minutes.","X1.Hour.Total.Time..1.Second.","X1.Hour.Total.Time..1.Minute.","X1.Hour.Total.Time..5.Minutes.","X2.Hour.Visits..1.Second.","X2.Hour.Visits..1.Minute.","X2.Hour.Visits..5.Minutes.","X2.Hour.Total.Time..1.Second.","X2.Hour.Total.Time..1.Minute.","X2.Hour.Total.Time..5.Minutes.","Half.Hour.Visits..1.Second.","Half.Hour.Visits..1.Minute.","Half.Hour.Visits..5.Minutes.","Half.Hour.Total.Time..1.Second.","Half.Hour.Total.Time..1.Minute.","Half.Hour.Total.Time..5.Minutes."
187,1,0.944482997918112,0.968858131487889,1,1,1,86401,81660,84000,1,1,1,86401,81660,84000,1,1,1,86401,81660,84000
188,1,0.857737682165163,0.8719723183391,1,1,1,86401,74160,75600,1,1,1,86401,74160,75600,1,1,1,86401,74160,75600
189,1,0.887578070784178,0.889273356401384,1,1,1,86401,76740,77100,1,1,1,86401,76740,77100,1,1,1,86401,76740,77100
190,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
191,1,0.999306037473976,1,1,1,1,86401,86400,86700,1,1,1,86401,86400,86700,1,1,1,86401,86400,86700
192,1,0.717557251908397,0.73356401384083,1,1,1,86401,62040,63600,1,1,1,86401,62040,63600,1,1,1,86401,62040,63600
193,1,0.751561415683553,0.737024221453287,1,1,1,86401,64980,63900,1,1,1,86401,64980,63900,1,1,3,86401,64980,63900
194,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
195,1,0.916724496877169,0.899653979238754,1,1,1,86401,79260,78000,1,1,1,86401,79260,78000,1,1,1,86401,79260,78000
196,1,0.990978487161693,0.986159169550173,1,1,1,86401,85680,85500,1,1,1,86401,85680,85500,1,1,1,86401,85680,85500
197,0.711739447460099,0.499653018736988,0.505190311418685,2,2,2,61495,43200,43800,2,2,2,61495,43200,43800,2,3,3,61495,43200,43800
198,0.609055450747098,0.416377515614157,0.418685121107266,2,2,2,52623,36000,36300,2,2,2,52623,36000,36300,3,3,3,52623,36000,36300
199,1,0.956974323386537,0.972318339100346,1,1,1,86401,82740,84300,1,1,1,86401,82740,84300,1,1,1,86401,82740,84300
200,1,0.905621096460791,0.920415224913495,1,1,1,86401,78300,79800,1,1,1,86401,78300,79800,1,1,1,86401,78300,79800
201,1,0.997224149895906,1,1,1,1,86401,86220,86700,1,1,1,86401,86220,86700,1,1,1,86401,86220,86700
202,0.945579333572528,0.727966689798751,0.737024221453287,1,1,2,81699,62940,63900,1,1,1,81699,62940,63900,2,2,2,81699,62940,63900
203,1,0.860513532269257,0.854671280276817,1,1,1,86401,74400,74100,1,1,1,86401,74400,74100,1,1,1,86401,74400,74100
204,1,0.999306037473976,1,1,1,1,86401,86400,86700,1,1,1,86401,86400,86700,1,1,1,86401,86400,86700
205,1,0.836918806384455,0.833910034602076,1,1,1,86401,72360,72300,1,1,1,86401,72360,72300,1,1,1,86401,72360,72300
206,0.724088841564334,0.574600971547536,0.567474048442907,2,1,1,62562,49680,49200,2,1,1,62562,49680,49200,2,1,2,62562,49680,49200
207,0.705558963437923,0.477446217904233,0.467128027681661,2,2,1,60961,41280,40500,1,1,1,60961,41280,40500,2,2,2,60961,41280,40500
208,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
209,1,0.914642609299098,0.920415224913495,1,1,1,86401,79080,79800,1,1,1,86401,79080,79800,1,1,1,86401,79080,79800
210,1,0.800138792505205,0.826989619377163,1,1,1,86401,69180,71700,1,1,1,86401,69180,71700,1,1,1,86401,69180,71700
211,1,0.700208188757807,0.688581314878893,1,1,1,86401,60540,59700,1,1,1,86401,60540,59700,1,1,2,86401,60540,59700
212,1,0.892435808466343,0.8719723183391,1,1,1,86401,77160,75600,1,1,1,86401,77160,75600,1,1,1,86401,77160,75600
213,1,0.816099930603747,0.826989619377163,1,1,1,86401,70560,71700,1,1,1,86401,70560,71700,1,1,1,86401,70560,71700
214,1,0.893129770992366,0.896193771626298,1,1,1,86401,77220,77700,1,1,1,86401,77220,77700,1,1,1,86401,77220,77700
215,0.938334047059641,0.650242886884108,0.695501730103806,1,1,1,81073,56220,60300,1,1,1,81073,56220,60300,1,1,2,81073,56220,60300
216,0.393201467575607,0.304649548924358,0.314878892733564,1,1,1,33973,26340,27300,1,1,1,33973,26340,27300,1,1,1,33973,26340,27300
217,0.796900498836819,0.570437196391395,0.605536332179931,1,2,3,68853,49320,52500,1,1,1,68853,49320,52500,3,3,4,68853,49320,52500
218,1,0.874392782789729,0.878892733564014,1,1,1,86401,75600,76200,1,1,1,86401,75600,76200,1,1,1,86401,75600,76200
219,1,0.950728660652325,0.937716262975779,1,1,1,86401,82200,81300,1,1,1,86401,82200,81300,1,1,1,86401,82200,81300
220,1,0.86675919500347,0.858131487889273,1,1,1,86401,74940,74400,1,1,1,86401,74940,74400,1,1,1,86401,74940,74400
221,1,0.769604441360167,0.761245674740484,1,1,1,86401,66540,66000,1,1,1,86401,66540,66000,1,1,1,86401,66540,66000
222,0.747838566683256,0.562109646079112,0.570934256055363,3,2,2,64614,48600,49500,2,2,2,64614,48600,49500,3,2,3,64614,48600,49500
223,0.918762514322751,0.687716863289382,0.692041522491349,1,1,1,79382,59460,60000,1,1,1,79382,59460,60000,1,1,1,79382,59460,60000
224,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
225,1,0.99236641221374,0.986159169550173,1,1,1,86401,85800,85500,1,1,1,86401,85800,85500,1,1,1,86401,85800,85500
226,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
227,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
228,1,0.977099236641221,0.97923875432526,1,1,1,86401,84480,84900,1,1,1,86401,84480,84900,1,1,1,86401,84480,84900
229,0.807513801923589,0.482997918112422,0.519031141868512,1,1,1,69770,41760,45000,1,1,1,69770,41760,45000,1,1,1,69770,41760,45000
230,0.380250228585317,0.303261623872311,0.307958477508651,2,2,2,32854,26220,26700,1,1,1,32854,26220,26700,2,2,2,32854,26220,26700
231,0.979548847814261,0.782789729354615,0.747404844290657,1,1,1,84634,67680,64800,1,1,1,84634,67680,64800,1,1,3,84634,67680,64800
232,1,0.883414295628036,0.903114186851211,1,1,1,86401,76380,78300,1,1,1,86401,76380,78300,1,1,1,86401,76380,78300
233,0.791113528778602,0.480916030534351,0.529411764705882,2,2,2,68353,41580,45900,2,2,2,68353,41580,45900,2,2,3,68353,41580,45900
234,1,0.857737682165163,0.858131487889273,1,1,1,86401,74160,74400,1,1,1,86401,74160,74400,1,1,1,86401,74160,74400
235,1,0.981263011797363,0.97923875432526,1,1,1,86401,84840,84900,1,1,1,86401,84840,84900,1,1,1,86401,84840,84900
236,1,0.979875086745316,0.972318339100346,1,1,1,86401,84720,84300,1,1,1,86401,84720,84300,1,1,1,86401,84720,84300
237,1,0.814018043025677,0.823529411764706,1,1,1,86401,70380,71400,1,1,1,86401,70380,71400,1,1,1,86401,70380,71400
238,1,0.993060374739764,0.993079584775087,1,1,1,86401,85860,86100,1,1,1,86401,85860,86100,1,1,1,86401,85860,86100
239,1,0.684247050659264,0.71280276816609,1,1,1,86401,59160,61800,1,1,1,86401,59160,61800,1,1,2,86401,59160,61800
240,0.625444149951968,0.395558639833449,0.43598615916955,1,2,2,54039,34200,37800,1,1,1,54039,34200,37800,2,2,3,54039,34200,37800
241,1,0.927827897293546,0.923875432525952,1,1,1,86401,80220,80100,1,1,1,86401,80220,80100,1,1,1,86401,80220,80100
242,1,0.988896599583623,0.97923875432526,1,1,1,86401,85500,84900,1,1,1,86401,85500,84900,1,1,1,86401,85500,84900
243,0.771032742676589,0.526717557251908,0.557093425605536,1,1,1,66618,45540,48300,1,1,1,66618,45540,48300,2,3,2,66618,45540,48300
244,1,0.987508674531575,0.993079584775087,1,1,1,86401,85380,86100,1,1,1,86401,85380,86100,1,1,1,86401,85380,86100
245,1,0.888272033310201,0.854671280276817,1,1,1,86401,76800,74100,1,1,1,86401,76800,74100,1,1,1,86401,76800,74100
246,0.625027488107777,0.394170714781402,0.391003460207612,2,2,2,54003,34080,33900,2,2,2,54003,34080,33900,4,4,5,54003,34080,33900
247,0.585282577747943,0.467036780013879,0.470588235294118,1,1,1,50569,40380,40800,1,1,1,50569,40380,40800,1,1,1,50569,40380,40800
248,1,0.90145732130465,0.889273356401384,1,1,1,86401,77940,77100,1,1,1,86401,77940,77100,1,1,1,86401,77940,77100
249,0.719933797062534,0.560027758501041,0.567474048442907,1,2,2,62203,48420,49200,1,1,1,62203,48420,49200,2,2,3,62203,48420,49200
250,0.991157509751045,0.747397640527412,0.726643598615917,1,1,1,85637,64620,63000,1,1,1,85637,64620,63000,1,1,1,85637,64620,63000
251,1,0.826509368494101,0.837370242214533,1,1,1,86401,71460,72600,1,1,1,86401,71460,72600,1,1,1,86401,71460,72600
252,0.939387275610236,0.738376127689105,0.737024221453287,1,1,2,81164,63840,63900,1,1,1,81164,63840,63900,2,2,3,81164,63840,63900
253,1,0.981956974323387,0.98961937716263,1,1,1,86401,84900,85800,1,1,1,86401,84900,85800,1,1,1,86401,84900,85800
254,0.989432992673696,0.655100624566273,0.667820069204152,1,1,1,85488,56640,57900,1,1,1,85488,56640,57900,1,1,2,85488,56640,57900
255,0.933831784354348,0.583622484385843,0.557093425605536,1,1,2,80684,50460,48300,1,1,1,80684,50460,48300,1,2,4,80684,50460,48300
256,0.87008252219303,0.677307425399028,0.674740484429066,2,2,2,75176,58560,58500,2,2,2,75176,58560,58500,2,2,4,75176,58560,58500
257,1,0.963219986120749,0.968858131487889,1,1,1,86401,83280,84000,1,1,1,86401,83280,84000,1,1,1,86401,83280,84000
258,1,0.997918112421929,1,1,1,1,86401,86280,86700,1,1,1,86401,86280,86700,1,1,1,86401,86280,86700
259,0.999814816958137,0.706453851492019,0.719723183391003,1,1,1,86385,61080,62400,1,1,1,86385,61080,62400,1,1,1,86385,61080,62400
260,1,0.788341429562804,0.809688581314879,1,1,1,86401,68160,70200,1,1,1,86401,68160,70200,1,1,1,86401,68160,70200
261,0.899017372484115,0.655100624566273,0.619377162629758,1,1,1,77676,56640,53700,1,1,1,77676,56640,53700,1,1,4,77676,56640,53700
262,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
263,1,0.902845246356697,0.916955017301038,1,1,1,86401,78060,79500,1,1,1,86401,78060,79500,1,1,1,86401,78060,79500
264,0.901806692052175,0.723802914642609,0.688581314878893,2,2,2,77917,62580,59700,1,1,2,77917,62580,59700,2,2,3,77917,62580,59700
265,1,0.665510062456627,0.695501730103806,1,1,1,86401,57540,60300,1,1,1,86401,57540,60300,1,1,2,86401,57540,60300
266,1,0.959750173490632,0.97923875432526,1,1,1,86401,82980,84900,1,1,1,86401,82980,84900,1,1,1,86401,82980,84900
267,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
268,1,0.98265093684941,0.982698961937716,1,1,1,86401,84960,85200,1,1,1,86401,84960,85200,1,1,1,86401,84960,85200
269,1,0.810548230395559,0.844290657439446,1,1,1,86401,70080,73200,1,1,1,86401,70080,73200,1,1,1,86401,70080,73200
270,1,0.996530187369882,0.996539792387543,1,1,1,86401,86160,86400,1,1,1,86401,86160,86400,1,1,1,86401,86160,86400
271,1,0.834142956280361,0.809688581314879,1,1,1,86401,72120,70200,1,1,1,86401,72120,70200,1,1,2,86401,72120,70200
272,0.286952697306744,0.232477446217904,0.217993079584775,1,1,1,24793,20100,18900,1,1,1,24793,20100,18900,1,1,2,24793,20100,18900
273,0.898137753035266,0.649548924358085,0.671280276816609,1,1,2,77600,56160,58200,1,1,1,77600,56160,58200,3,3,6,77600,56160,58200
274,0.585768683232833,0.442748091603053,0.449826989619377,2,2,2,50611,38280,39000,1,1,1,50611,38280,39000,2,2,2,50611,38280,39000
275,1,0.980569049271339,0.972318339100346,1,1,1,86401,84780,84300,1,1,1,86401,84780,84300,1,1,1,86401,84780,84300
276,1,0.964607911172797,0.958477508650519,1,1,1,86401,83400,83100,1,1,1,86401,83400,83100,1,1,1,86401,83400,83100
277,1,0.885496183206107,0.903114186851211,1,1,1,86401,76560,78300,1,1,1,86401,76560,78300,1,1,1,86401,76560,78300
278,1,0.906315058986815,0.910034602076125,1,1,1,86401,78360,78900,1,1,1,86401,78360,78900,1,1,1,86401,78360,78900
279,0.778984039536579,0.573907009021513,0.588235294117647,2,2,2,67305,49620,51000,2,2,2,67305,49620,51000,2,2,3,67305,49620,51000
280,1,0.940319222761971,0.916955017301038,1,1,1,86401,81300,79500,1,1,1,86401,81300,79500,1,1,1,86401,81300,79500
281,0.704517308827444,0.477446217904233,0.432525951557093,3,3,3,60871,41280,37500,2,3,3,60871,41280,37500,4,4,6,60871,41280,37500
282,0.491753567667041,0.324080499653019,0.346020761245675,1,1,1,42488,28020,30000,1,1,1,42488,28020,30000,1,1,1,42488,28020,30000
283,1,0.795975017349063,0.792387543252595,1,1,1,86401,68820,68700,1,1,1,86401,68820,68700,1,1,1,86401,68820,68700
284,0.685917987060335,0.544760582928522,0.543252595155709,2,3,2,59264,47100,47100,2,2,2,59264,47100,47100,3,3,2,59264,47100,47100
285,0.929966088355459,0.718945176960444,0.705882352941177,1,1,2,80350,62160,61200,1,1,1,80350,62160,61200,3,3,3,80350,62160,61200
286,1,0.818875780707842,0.795847750865052,1,1,1,86401,70800,69000,1,1,1,86401,70800,69000,1,1,2,86401,70800,69000
287,1,0.979875086745316,0.982698961937716,1,1,1,86401,84720,85200,1,1,1,86401,84720,85200,1,1,1,86401,84720,85200
288,1,0.863983344899375,0.8719723183391,1,1,1,86401,74700,75600,1,1,1,86401,74700,75600,1,1,2,86401,74700,75600
289,0.773856784064999,0.54823039555864,0.55363321799308,1,1,1,66862,47400,48000,1,1,1,66862,47400,48000,1,1,1,66862,47400,48000
290,1,0.963219986120749,0.968858131487889,1,1,1,86401,83280,84000,1,1,1,86401,83280,84000,1,1,1,86401,83280,84000
291,0.563905510352889,0.335183900069396,0.342560553633218,4,4,2,48722,28980,29700,2,2,2,48722,28980,29700,4,4,2,48722,28980,29700
292,1,0.923664122137405,0.910034602076125,1,1,1,86401,79860,78900,1,1,1,86401,79860,78900,1,1,1,86401,79860,78900
293,0.998912049629055,0.646079111727967,0.678200692041522,1,1,1,86307,55860,58800,1,1,1,86307,55860,58800,1,1,2,86307,55860,58800
294,1,0.865371269951423,0.868512110726644,1,1,1,86401,74820,75300,1,1,1,86401,74820,75300,1,1,1,86401,74820,75300
295,0.988032545919607,0.617626648160999,0.647058823529412,1,1,1,85367,53400,56100,1,1,1,85367,53400,56100,1,1,2,85367,53400,56100
296,1,0.943789035392089,0.961937716262976,1,1,1,86401,81600,83400,1,1,1,86401,81600,83400,1,1,1,86401,81600,83400
297,1,0.698126301179736,0.726643598615917,1,1,1,86401,60360,63000,1,1,1,86401,60360,63000,1,1,1,86401,60360,63000
298,0.92941053922987,0.569743233865371,0.577854671280277,1,1,2,80302,49260,50100,1,1,1,80302,49260,50100,2,2,7,80302,49260,50100
299,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
300,0.387808011481349,0.3088133240805,0.304498269896194,4,3,2,33507,26700,26400,3,3,2,33507,26700,26400,4,3,2,33507,26700,26400
301,0.919063436765778,0.532269257460097,0.512110726643599,2,2,2,79408,46020,44400,1,2,2,79408,46020,44400,2,2,3,79408,46020,44400
302,0.970359139361813,0.786953504510756,0.802768166089965,1,1,1,83840,68040,69600,1,1,1,83840,68040,69600,1,1,1,83840,68040,69600
303,1,0.936155447605829,0.937716262975779,1,1,1,86401,80940,81300,1,1,1,86401,80940,81300,1,1,1,86401,80940,81300
304,1,0.799444829979181,0.785467128027682,1,1,1,86401,69120,68100,1,1,1,86401,69120,68100,1,1,1,86401,69120,68100
305,1,0.707841776544067,0.688581314878893,1,1,1,86401,61200,59700,1,1,1,86401,61200,59700,1,1,2,86401,61200,59700
306,0.861575676207451,0.596113809854268,0.605536332179931,2,2,2,74441,51540,52500,1,1,2,74441,51540,52500,4,4,2,74441,51540,52500
307,0.378051179963195,0.242192921582235,0.256055363321799,3,3,2,32664,20940,22200,2,2,2,32664,20940,22200,3,3,2,32664,20940,22200
308,0.42798115762549,0.260235947258848,0.238754325259516,1,1,1,36978,22500,20700,1,1,1,36978,22500,20700,1,1,3,36978,22500,20700
309,1,0.83206106870229,0.816608996539792,1,1,1,86401,71940,70800,1,1,1,86401,71940,70800,1,1,1,86401,71940,70800
310,0.543118713903774,0.340735600277585,0.332179930795848,2,1,1,46926,29460,28800,2,1,1,46926,29460,28800,2,1,2,46926,29460,28800
311,1,0.999306037473976,0.996539792387543,1,1,1,86401,86400,86400,1,1,1,86401,86400,86400,1,1,1,86401,86400,86400
312,0.448131387368202,0.322692574600972,0.301038062283737,2,1,2,38719,27900,26100,2,1,1,38719,27900,26100,3,2,3,38719,27900,26100
313,1,0.912560721721027,0.927335640138408,1,1,1,86401,78900,80400,1,1,1,86401,78900,80400,1,1,1,86401,78900,80400
314,1,0.803608605135323,0.778546712802768,1,1,1,86401,69480,67500,1,1,1,86401,69480,67500,1,1,2,86401,69480,67500
315,0.267114963947177,0.199167244968772,0.214532871972318,1,1,2,23079,17220,18600,1,1,1,23079,17220,18600,2,2,2,23079,17220,18600
316,1,0.867453157529493,0.875432525951557,1,1,1,86401,75000,75900,1,1,1,86401,75000,75900,1,1,1,86401,75000,75900
317,0.96686380944665,0.726578764746704,0.688581314878893,1,1,2,83538,62820,59700,1,1,1,83538,62820,59700,2,2,3,83538,62820,59700
318,1,0.990978487161693,1,1,1,1,86401,85680,86700,1,1,1,86401,85680,86700,1,1,1,86401,85680,86700
319,1,0.96530187369882,0.975778546712803,1,1,1,86401,83460,84600,1,1,1,86401,83460,84600,1,1,1,86401,83460,84600
320,0.663290934132707,0.550312283136711,0.529411764705882,2,2,2,57309,47580,45900,1,1,2,57309,47580,45900,2,2,2,57309,47580,45900
321,1,0.853573907009021,0.865051903114187,1,1,1,86401,73800,75000,1,1,1,86401,73800,75000,1,1,1,86401,73800,75000
322,0.860557169477205,0.653018736988203,0.626297577854671,1,1,1,74353,56460,54300,1,1,1,74353,56460,54300,1,1,2,74353,56460,54300
323,0.735141954375528,0.543372657876475,0.525951557093426,4,2,2,63517,46980,45600,2,2,2,63517,46980,45600,4,2,2,63517,46980,45600
324,1,0.777238029146426,0.820069204152249,1,1,1,86401,67200,71100,1,1,1,86401,67200,71100,1,1,1,86401,67200,71100
325,1,0.812630117973629,0.809688581314879,1,1,1,86401,70260,70200,1,1,1,86401,70260,70200,1,1,1,86401,70260,70200
326,0.975197046330482,0.580846634281749,0.56401384083045,1,1,1,84258,50220,48900,1,1,1,84258,50220,48900,1,1,4,84258,50220,48900
327,1,0.867453157529493,0.865051903114187,1,1,1,86401,75000,75000,1,1,1,86401,75000,75000,1,1,1,86401,75000,75000
328,0.667689031376952,0.40735600277585,0.387543252595156,4,3,3,57689,35220,33600,3,2,2,57689,35220,33600,4,4,5,57689,35220,33600
329,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
330,1,0.794587092297016,0.820069204152249,1,1,1,86401,68700,71100,1,1,1,86401,68700,71100,1,1,1,86401,68700,71100
331,0.425168690177197,0.36294240111034,0.363321799307958,1,1,1,36735,31380,31500,1,1,1,36735,31380,31500,1,1,1,36735,31380,31500
332,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
333,0.835175518801866,0.566967383761277,0.58477508650519,1,1,1,72160,49020,50700,1,1,1,72160,49020,50700,1,2,2,72160,49020,50700
334,1,0.886190145732131,0.882352941176471,1,1,1,86401,76620,76500,1,1,1,86401,76620,76500,1,1,1,86401,76620,76500
335,1,0.694656488549618,0.688581314878893,1,1,1,86401,60060,59700,1,1,1,86401,60060,59700,1,1,2,86401,60060,59700
336,0.797236143100196,0.532269257460097,0.543252595155709,2,1,1,68882,46020,47100,1,1,1,68882,46020,47100,2,1,1,68882,46020,47100
337,1,0.914642609299098,0.923875432525952,1,1,1,86401,79080,80100,1,1,1,86401,79080,80100,1,1,1,86401,79080,80100
338,1,0.959750173490632,0.948096885813149,1,1,1,86401,82980,82200,1,1,1,86401,82980,82200,1,1,1,86401,82980,82200
339,0.571845233272763,0.388619014573213,0.41522491349481,1,2,2,49408,33600,36000,1,1,1,49408,33600,36000,2,3,3,49408,33600,36000
340,0.944375643800419,0.657876474670368,0.650519031141868,1,2,1,81595,56880,56400,1,1,1,81595,56880,56400,2,2,3,81595,56880,56400
341,1,0.967383761276891,0.97923875432526,1,1,1,86401,83640,84900,1,1,1,86401,83640,84900,1,1,1,86401,83640,84900
342,0.73753775997963,0.614850798056905,0.602076124567474,2,2,2,63724,53160,52200,2,2,2,63724,53160,52200,2,2,4,63724,53160,52200
343,1,0.711311589174185,0.705882352941177,1,1,1,86401,61500,61200,1,1,1,86401,61500,61200,1,1,1,86401,61500,61200
344,1,0.922276197085357,0.930795847750865,1,1,1,86401,79740,80700,1,1,1,86401,79740,80700,1,1,1,86401,79740,80700
345,0.966065207578616,0.794587092297016,0.782006920415225,1,1,2,83469,68700,67800,1,1,1,83469,68700,67800,1,1,4,83469,68700,67800
346,0.261246976308145,0.191533657182512,0.176470588235294,1,1,1,22572,16560,15300,1,1,1,22572,16560,15300,1,2,2,22572,16560,15300
347,1,0.999306037473976,1,1,1,1,86401,86400,86700,1,1,1,86401,86400,86700,1,1,1,86401,86400,86700
348,1,0.824427480916031,0.785467128027682,1,1,1,86401,71280,68100,1,1,1,86401,71280,68100,1,1,1,86401,71280,68100
349,0.859955324591151,0.464260929909785,0.41522491349481,2,2,2,74301,40140,36000,2,2,2,74301,40140,36000,2,2,4,74301,40140,36000
350,1,0.844552394170715,0.816608996539792,1,1,1,86401,73020,70800,1,1,1,86401,73020,70800,1,1,2,86401,73020,70800
351,0.767190194557933,0.618320610687023,0.598615916955017,2,2,1,66286,53460,51900,2,2,1,66286,53460,51900,2,2,5,66286,53460,51900
352,1,0.794587092297016,0.795847750865052,1,1,1,86401,68700,69000,1,1,1,86401,68700,69000,1,1,1,86401,68700,69000
353,1,0.943789035392089,0.941176470588235,1,1,1,86401,81600,81600,1,1,1,86401,81600,81600,1,1,1,86401,81600,81600
354,0.730859596532448,0.484385843164469,0.442906574394464,3,3,3,63147,41880,38400,2,2,3,63147,41880,38400,4,4,5,63147,41880,38400
355,0.842293491973472,0.670367800138792,0.664359861591695,3,3,3,72775,57960,57600,2,2,2,72775,57960,57600,3,3,3,72775,57960,57600
356,1,0.897293546148508,0.892733564013841,1,1,1,86401,77580,77400,1,1,1,86401,77580,77400,1,1,1,86401,77580,77400
357,1,0.810548230395559,0.768166089965398,1,1,1,86401,70080,66600,1,1,1,86401,70080,66600,1,1,2,86401,70080,66600
358,0.719412969757295,0.517002081887578,0.550173010380623,2,2,2,62158,44700,47700,2,2,2,62158,44700,47700,2,2,4,62158,44700,47700
359,1,0.753643303261624,0.782006920415225,1,1,1,86401,65160,67800,1,1,1,86401,65160,67800,1,1,1,86401,65160,67800
360,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
361,1,0.956974323386537,0.937716262975779,1,1,1,86401,82740,81300,1,1,1,86401,82740,81300,1,1,1,86401,82740,81300
362,1,0.809854267869535,0.833910034602076,1,1,1,86401,70020,72300,1,1,1,86401,70020,72300,1,1,1,86401,70020,72300
363,1,0.795975017349063,0.778546712802768,1,1,1,86401,68820,67500,1,1,1,86401,68820,67500,1,1,1,86401,68820,67500
364,1,0.793199167244969,0.771626297577855,1,1,1,86401,68580,66900,1,1,1,86401,68580,66900,1,1,2,86401,68580,66900
365,1,0.984732824427481,0.993079584775087,1,1,1,86401,85140,86100,1,1,1,86401,85140,86100,1,1,1,86401,85140,86100
366,1,0.686328938237335,0.719723183391003,1,1,1,86401,59340,62400,1,1,1,86401,59340,62400,1,1,1,86401,59340,62400
367,1,0.922970159611381,0.934256055363322,1,1,1,86401,79800,81000,1,1,1,86401,79800,81000,1,1,1,86401,79800,81000
368,1,0.634975711311589,0.598615916955017,1,1,1,86401,54900,51900,1,1,1,86401,54900,51900,1,1,3,86401,54900,51900
369,1,0.904927133934768,0.923875432525952,1,1,1,86401,78240,80100,1,1,1,86401,78240,80100,1,1,1,86401,78240,80100
370,1,0.959056210964608,0.965397923875433,1,1,1,86401,82920,83700,1,1,1,86401,82920,83700,1,1,1,86401,82920,83700
371,0.891899399312508,0.789035392088827,0.792387543252595,1,1,1,77061,68220,68700,1,1,1,77061,68220,68700,1,1,1,77061,68220,68700
372,0.986666820985868,0.624566273421235,0.685121107266436,1,1,1,85249,54000,59400,1,1,1,85249,54000,59400,1,1,1,85249,54000,59400
373,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
374,1,0.908396946564885,0.916955017301038,1,1,1,86401,78540,79500,1,1,1,86401,78540,79500,1,1,1,86401,78540,79500
375,1,0.979875086745316,0.972318339100346,1,1,1,86401,84720,84300,1,1,1,86401,84720,84300,1,1,1,86401,84720,84300
376,1,0.686328938237335,0.71280276816609,1,1,1,86401,59340,61800,1,1,1,86401,59340,61800,1,1,1,86401,59340,61800
377,0.874850985521001,0.487161693268564,0.55363321799308,1,2,2,75588,42120,48000,1,1,1,75588,42120,48000,2,4,4,75588,42120,48000
378,0.357345401094895,0.245662734212353,0.26643598615917,3,2,2,30875,21240,23100,3,2,2,30875,21240,23100,5,4,2,30875,21240,23100
379,1,0.962526023594726,0.975778546712803,1,1,1,86401,83220,84600,1,1,1,86401,83220,84600,1,1,1,86401,83220,84600
380,1,0.927827897293546,0.923875432525952,1,1,1,86401,80220,80100,1,1,1,86401,80220,80100,1,1,1,86401,80220,80100
381,0.965683267554774,0.834142956280361,0.830449826989619,1,1,1,83436,72120,72000,1,1,1,83436,72120,72000,1,1,1,83436,72120,72000
382,0.962604599483802,0.679389312977099,0.698961937716263,1,1,1,83170,58740,60600,1,1,1,83170,58740,60600,1,2,2,83170,58740,60600
383,1,0.783483691880638,0.775086505190311,1,1,1,86401,67740,67200,1,1,1,86401,67740,67200,1,1,3,86401,67740,67200
384,1,0.939625260235947,0.927335640138408,1,1,1,86401,81240,80400,1,1,1,86401,81240,80400,1,1,1,86401,81240,80400
385,1,1,0.996539792387543,1,1,1,86401,86460,86400,1,1,1,86401,86460,86400,1,1,1,86401,86460,86400
386,1,0.985426786953504,0.993079584775087,1,1,1,86401,85200,86100,1,1,1,86401,85200,86100,1,1,1,86401,85200,86100
387,1,0.84941013185288,0.799307958477509,1,1,1,86401,73440,69300,1,1,1,86401,73440,69300,1,1,1,86401,73440,69300
388,1,0.995142262317835,0.993079584775087,1,1,1,86401,86040,86100,1,1,1,86401,86040,86100,1,1,1,86401,86040,86100
389,1,0.970853573907009,0.968858131487889,1,1,1,86401,83940,84000,1,1,1,86401,83940,84000,1,1,1,86401,83940,84000
390,1,0.818181818181818,0.761245674740484,1,1,1,86401,70740,66000,1,1,1,86401,70740,66000,1,1,2,86401,70740,66000
391,1,0.97293546148508,0.975778546712803,1,1,1,86401,84120,84600,1,1,1,86401,84120,84600,1,1,1,86401,84120,84600
